attempt,success,complex idx,complex name,stoichiometry,note,ligand names,ligand stoichiometries,ligand charges,batch idx,batch name,metal,oxi state,spin,topology,similarity,total charge,optimization,isomers,random seed
477,True,80.0,NITANEYE,C42H46Br2N5O4P1Pd1,optimized,"('unq_CSD-DILFEK-03-a', 'unq_CSD-YIVGAO-02-a', 'unq_CSD-XUYDIE-01-c')","('C13H11Br2N2O1', 'C24H22N3O2', 'C5H13O1P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
478,False,,,C52H64N2O3P2Pd1,clashing ligands,"('unq_CSD-EGOTID-03-a', 'unq_CSD-LOXHIS-02-a', 'unq_CSD-DAPQIU-01-e')","('C13H15N1O2', 'C31H34P2', 'C8H15N1O1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
479,False,,,C36H35N5O7Pd1S1,clashing ligands,"('unq_CSD-IMADAE-03-a', 'unq_CSD-HAGBUQ-02-a', 'unq_CSD-ACIHID-01-a')","('C13H11N2O3S1', 'C18H13N2O3', 'C5H11N1O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
480,False,,,C63H50F2N4P2Pd1S2,clashing ligands,"('unq_CSD-ELUFUP-03-a', 'unq_CSD-IJAXUM-02-a', 'unq_CSD-DOLGOC-01-c')","('C23H13F2N1', 'C32H29N1P2S1', 'C8H8N2S1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
481,False,,,C58H45F21N4O1Pd1S3,clashing ligands,"('unq_CSD-KOBTAX-03-a', 'unq_CSD-TAXPER-02-a', 'unq_CSD-DAGPUW-01-a')","('C13H18N3', 'C38H15F21N1O1', 'C7H12S3')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
482,False,,,C40H54B1Br2N6O2P1Pd1,clashing ligands,"('unq_CSD-VOVQII-03-a', 'unq_CSD-JAFBOL-02-a', 'unq_CSD-BUZHAH-01-d')","('C12H19N3O2', 'C28H35N3P1', 'B1Br2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
483,False,,,C24H37Cl1N3O3P1Pd1Se2Si1,clashing ligands,"('unq_CSD-SIXBOT01-03-a', 'unq_CSD-GONTOS-02-a', 'unq_CSD-FAPKIT-01-a')","('C15H13N3O3', 'C5H12Se2', 'C4H12Cl1P1Si1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
484,False,,,C32H47Cl2N5O4P2Pd1S2,clashing ligands,"('unq_CSD-YOZFAV-03-a', 'unq_CSD-POLGUU-02-a', 'unq_CSD-LIHXEH-01-c')","('C18H29Cl2O2P2', 'C10H9N4O2S1', 'C4H9N1S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
485,False,,,C59H58N4O8P2Pd1,clashing ligands,"('unq_CSD-XAKRUZ-03-a', 'unq_CSD-NELLAS-02-a', 'unq_CSD-ERIGAQ-01-a')","('C15H12N2O3', 'C33H30O3P2', 'C11H16N2O2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
486,False,,,C33H44N6Pd1S3,non-planar tridentate,"('unq_CSD-JIRPAC-03-a', 'unq_CSD-BIFDEC-02-a', 'unq_CSD-TIZRIE-01-c')","('C14H21N1S2', 'C16H19N3', 'C3H4N2S1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
487,False,,,C34H27N15O3Pd1,clashing ligands,"('unq_CSD-CEFNIO-03-a', 'unq_CSD-MEVPOS-02-a', 'unq_CSD-ZESXOM-01-a')","('C11H10N5O1', 'C17H13N5O2', 'C6H4N5')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
488,False,,,C74H61N7O2P2Pd1S1,clashing ligands,"('unq_CSD-VAPJED-03-a', 'unq_CSD-TOTZIO-02-a', 'unq_CSD-HUVKAL-01-c')","('C10H11N3S1', 'C44H32O2P2', 'C20H18N4')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
489,True,81.0,WUDICUDE,C41H41N7O2Pd1S5,optimized,"('unq_CSD-WUKKAO-03-a', 'unq_CSD-UMAVEM-02-a', 'unq_CSD-HUBBAI-01-a')","('C13H18N4S1', 'C9H8N3O2S2', 'C19H15S2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
490,False,,,C112H81N7O4Pd1S1,clashing ligands,"('unq_CSD-ODEBUY-03-a', 'unq_CSD-VUPDAO-02-a', 'unq_CSD-WUZYOF-01-d')","('C15H16N3O2', 'C24H22N3O2S1', 'C73H43N1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
491,False,,,C63H82N8O5P2Pd1Si1,non-planar tridentate,"('unq_CSD-DEJXAS-03-a', 'unq_CSD-NAPZIN-02-a', 'unq_CSD-FIKGOW-01-a')","('C9H17N1O2', 'C14H33N6O1P1', 'C40H32N1O2P1Si1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
492,False,,,C37H32Br2F3N7O2Pd1,clashing ligands,"('unq_CSD-POLHUU-03-a', 'unq_CSD-PIKZOZ-02-a', 'unq_CSD-REXGIK-01-a')","('C9H14F3N2O1', 'C17H10Br2N1O1', 'C11H8N4')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
493,False,,,C35H32F5N5O2Pd1,clashing ligands,"('unq_CSD-IVIKOQ-03-a', 'unq_CSD-TOGJOQ-02-a', 'unq_CSD-CEGSOX-01-a')","('C13H19N3O2', 'C16H12N1', 'C6H1F5N1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
494,False,,,C69H57N2O3P3Pd1,non-planar tridentate,"('unq_CSD-KEWVOY-03-a', 'unq_CSD-FUFGUK-02-a', 'unq_CSD-KAHXIB-01-c')","('C28H23N1O2', 'C29H23N1P2', 'C12H11O1P1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
495,False,,,C82H90N6O7Pd1,clashing ligands,"('unq_CSD-KEGPEV-03-a', 'unq_CSD-TEKHUP-02-a', 'unq_CSD-XOJZII-01-a')","('C27H22N3', 'C12H16N1O3', 'C43H52N2O4')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
496,False,,,C51H45Cl1N8O1Pd1S2,clashing ligands,"('unq_CSD-BALDEZ-03-a', 'unq_CSD-RIKYIW-02-a', 'unq_CSD-YAFJOG-01-a')","('C30H22N3S2', 'C12H11N2', 'C9H12Cl1N3O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
497,False,,,C33H48N8O1Pd1,clashing ligands,"('unq_CSD-DAVZUW-03-a', 'unq_CSD-HIMJEU-02-a', 'unq_CSD-YAVKEN-01-a')","('C20H31N2', 'C8H12N3', 'C5H5N3O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
498,False,,,C71H78N6O4P2Pd1,clashing ligands,"('unq_CSD-DOQTIN-03-a', 'unq_CSD-GEZTOX-02-a', 'unq_CSD-LEGPOD-01-b')","('C30H39O2P2', 'C25H25N3', 'C16H14N3O2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
499,False,,,C40H34N3O7P1Pd1,clashing ligands,"('unq_CSD-KEMWEF-03-a', 'unq_CSD-HIVZIW-02-a', 'unq_CSD-MALMUI-01-a')","('C19H15N1O2', 'C9H10N2O2', 'C12H9O3P1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
500,False,,,C69H72N7O2P1Pd1S1,clashing ligands,"('unq_CSD-XAVWIB-03-a', 'unq_CSD-VOHYEY-02-a', 'unq_CSD-QEQXAM-01-d')","('C40H30N2O2P1', 'C17H28N3', 'C12H14N2S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
501,False,,,C29H30Cl1N5O4Pd1S2,clashing ligands,"('unq_CSD-ZOSBEO-03-a', 'unq_CSD-MACDAX-02-a', 'unq_CSD-MEXGIH-01-a')","('C11H12Cl1N1O3', 'C6H10N2O1S1', 'C12H8N2S1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
502,False,,,C43H38Br1Cl1N6O3Pd1S1,clashing ligands,"('unq_CSD-VIFQAD-03-a', 'unq_CSD-IRAKER-02-a', 'unq_CSD-PIGHUJ-01-a')","('C24H24N4O2', 'C13H10Cl1N2O1', 'C6H4Br1S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
503,False,,,C61H75N2P3Pd1,non-planar tridentate,"('unq_CSD-NIRYOE-03-a', 'unq_CSD-BUZQEV-02-a', 'unq_CSD-GICJOU-01-c')","('C39H51P3', 'C15H13N2', 'C7H11')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
504,False,,,C59H85N9O2Pd1S1,clashing ligands,"('unq_CSD-DAXDUD-03-a', 'unq_CSD-LINZUD-02-b', 'unq_CSD-YIHZEV-01-a')","('C13H18N5S1', 'C11H15N2', 'C35H52N2O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
505,False,,,C25H28F3N7O1Pd1S3,clashing ligands,"('unq_CSD-KIGGIS-03-a', 'unq_CSD-QIYRAR-02-a', 'unq_CSD-LAMXUU-01-a')","('C18H17N2', 'C3H3F3N4S1', 'C4H8N1O1S2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
506,False,,,C36H44N4O3Pd1,clashing ligands,"('unq_CSD-NIFMUK-03-a', 'unq_CSD-CEFWUI-02-a', 'unq_CSD-OWIWUP-01-a')","('C10H13N1', 'C13H13N2O3', 'C13H18N1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
507,False,,,C52H65F4N3O7Pd1Si2,clashing ligands,"('unq_CSD-RIKCUJ-03-a', 'unq_CSD-YUSXIT-02-b', 'unq_CSD-HAJNEL-01-f')","('C16H34N2O1Si2', 'C18H12F4O4', 'C18H19N1O2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
508,True,82.0,NOMIJIRA,C41H33I1N10O4Pd1S1,optimized,"('unq_CSD-UYIBEL02-03-a', 'unq_CSD-CAGGAW-02-a', 'unq_CSD-ELIREX-01-b')","('C23H18N5O2', 'C10H5I1N1O2', 'C8H10N4S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
509,False,,,C77H111N3O2P4Pd1S2,clashing ligands,"('unq_CSD-VORSAW-03-a', 'unq_CSD-QIDWEF-02-a', 'unq_CSD-POVQUP-01-a')","('C44H63P2', 'C18H24N1P2S2', 'C15H24N2O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
510,False,,,C52H56N7O1P1Pd1S4,non-planar tridentate,"('unq_CSD-VINMEL-03-a', 'unq_CSD-LIGZAD-02-a', 'unq_CSD-SUYXOB-01-d')","('C9H14N4S4', 'C26H22N1O1P1', 'C17H20N2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
511,False,,,C43H55N9O4Pd1S2,clashing ligands,"('unq_CSD-SEKXOY-03-a', 'unq_CSD-TUYFEZ-02-a', 'unq_CSD-ECOPIZ-01-b')","('C10H13N4O2', 'C8H8N3O1S2', 'C25H34N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
512,False,,,C58H67F1N5O3P1Pd1S1,non-planar tridentate,"('unq_CSD-QEWGEH-03-b', 'unq_CSD-MITMIN-02-a', 'unq_CSD-PACLIR-01-a')","('C29H30F1N3O3', 'C26H28N2S1', 'C3H9P1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
513,False,,,C65H58N6O1Pd1S2,clashing ligands,"('unq_CSD-MUBKAX-03-a', 'unq_CSD-NABDUP-02-a', 'unq_CSD-ELEDAA-01-c')","('C44H45N4', 'C7H5S2', 'C14H8N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
514,False,,,C43H53N9Pd1S3,non-planar tridentate,"('unq_CSD-RETPAJ-03-a', 'unq_CSD-KEDPIU-02-a', 'unq_CSD-HINRIG-01-a')","('C19H28N5S2', 'C17H18N4', 'C7H7S1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
515,True,83.0,DEBOPABA,C42H37N7Pd1S1,optimized,"('unq_CSD-PECTEW-03-a', 'unq_CSD-UJUCAD-02-a', 'unq_CSD-JUSDIM-01-c')","('C17H11N1', 'C20H18N4', 'C5H8N2S1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
516,True,84.0,POGIDEJO,C70H75N3O2P2Pd1S1,optimized,"('unq_CSD-PEQXOA-03-a', 'unq_CSD-BEDSAG-02-a', 'unq_CSD-YOXVIR-01-a')","('C46H46N1P2', 'C13H12N2O2', 'C11H17S1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
517,False,,,C47H60N5P1Pd1S3,clashing ligands,"('unq_CSD-LILWOT-03-a', 'unq_CSD-XELHUR-02-a', 'unq_CSD-ABAZEK-01-b')","('C27H28N4', 'C4H4S3', 'C16H28N1P1')","(0.0, -2.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
518,False,,,C24H32Cl2F3N7O1Pd1S1,clashing ligands,"('unq_CSD-GITHUP-03-a', 'unq_CSD-CEFBEU-02-a', 'unq_CSD-LUNMAK-01-a')","('C12H16N5O1S1', 'C6H16N2', 'C6Cl2F3')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
519,True,85.0,TISOWIYO,C22H24N6O1Pd1,optimized,"('unq_CSD-LONRIQ-03-a', 'unq_CSD-COYLAD10-02-a', 'unq_CSD-PEXMIO-01-b')","('C12H12N3', 'C7H9N3O1', 'C3H3')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
520,False,,,C191H175N5O3Pd1S2,clashing ligands,"('unq_CSD-UPIXOJ-03-a', 'unq_CSD-MIRQUZ-02-a', 'unq_CSD-DEMTAT-01-b')","('C91H83N3', 'C13H16O1S2', 'C87H76N2O2')","(0.0, -2.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
521,False,,,C65H96Br1N10O3P3Pd1S1Si2,clashing ligands,"('unq_CSD-KAWCIV-03-a', 'unq_CSD-QIHJIC-02-a', 'unq_CSD-WOMKAK-01-a')","('C26H53N6P2Si2', 'C26H30N2O3P1S1', 'C13H13Br1N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
522,False,,,C30H20N10O3Pd1S2,clashing ligands,"('unq_CSD-HUYDUB-03-a', 'unq_CSD-LALMOC-02-a', 'unq_CSD-HOPTIS-01-c')","('C11H8N2S2', 'C16H10N1O2', 'C3H2N7O1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
523,False,,,C40H36Cl1I1N4O3Pd1S2,clashing ligands,"('unq_CSD-SITTAR-03-a', 'unq_CSD-BELLIQ-02-a', 'unq_CSD-WAJGOG-01-a')","('C16H10I1N2', 'C7H13O1S2', 'C17H13Cl1N2O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
524,True,86.0,OKEYIGEB,C28H38N6O4Pd1,optimized,"('unq_CSD-EKICOR-03-a', 'unq_CSD-WABBEI-02-a', 'unq_CSD-XODLIL-01-a')","('C12H16N1O4', 'C6H7N3', 'C10H15N2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
525,False,,,C24H39B1N8O2P2Pd1,non-planar tridentate,"('unq_CSD-ZADMUQ-03-a', 'unq_CSD-OMEDUG-02-a', 'unq_CSD-BEJVIY-01-a')","('C8H21N1P2', 'C9H14B1N4', 'C7H4N3O2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
526,False,,,C36H46Cl2N9O3P1Pd1S1,non-planar tridentate,"('unq_CSD-RECCAE-03-a', 'unq_CSD-AXEDAK-02-a', 'unq_CSD-LEYCUN-01-e')","('C19H27N6O3S1', 'C11H14N2', 'C6H5Cl2N1P1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
527,False,,,C55H79F5N7O2P1Pd1,clashing ligands,"('unq_CSD-RIWHAG-03-a', 'unq_CSD-ITUHOW-02-a', 'unq_CSD-ORUFEN-01-a')","('C29H35N1O2', 'C16H36N4', 'C10H8F5N2P1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
528,False,,,C84H78Cl1N9O3Pd1S2,clashing ligands,"('unq_CSD-MIKNIE-03-a', 'unq_CSD-HUCJOF-02-a', 'unq_CSD-VUHCEH-01-c')","('C51H33Cl1N5O1', 'C13H16N1O1S2', 'C20H29N3O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
529,False,,,C82H91Cl2F2N6P1Pd1Si1,non-planar tridentate,"('unq_CSD-QAVFEZ-03-a', 'unq_CSD-JAXNIF-02-a', 'unq_CSD-ONACEM-01-a')","('C37H54N3Si1', 'C31H27Cl1N3', 'C14H10Cl1F2P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
530,False,,,C37H41N7O4Pd1S1,non-planar tridentate,"('unq_CSD-WEWNUK-03-a', 'unq_CSD-NIJGUL-02-a', 'unq_CSD-MELTON-01-a')","('C17H19N2O2S1', 'C16H19N3', 'C4H3N2O2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
531,False,,,C54H78B1N11Pd1S2,non-planar tridentate,"('unq_CSD-SOKNUC-03-a', 'unq_CSD-VILTEQ-02-a', 'unq_CSD-MAWSAH-01-d')","('C27H46B1N6', 'C6H6N3S2', 'C21H26N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
532,False,,,C32H30Cl1N1O2Pd1,non-planar tridentate,"('unq_CSD-GATMAQ-03-a', 'unq_CSD-ITAGAO-02-a', 'unq_CSD-PAKTUR-01-a')","('C10H11', 'C15H10Cl1O2', 'C7H9N1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
533,False,,,C45H62F6N8O1P2Pd1Si2,clashing ligands,"('unq_CSD-PADVUO-03-a', 'unq_CSD-XAZQUK-02-a', 'unq_CSD-MOSBOL-01-a')","('C29H36N8', 'C14H26O1P1Si2', 'C2F6P1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
534,False,,,C83H99N5O16Pd1,clashing ligands,"('unq_CSD-VIHXEQ-03-a', 'unq_CSD-PECQET-02-a', 'unq_CSD-BAPHIL-01-b')","('C14H15N3', 'C30H40O16', 'C39H44N2')","(0.0, -2.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
535,False,,,C57H58B1N9O4Pd1,clashing ligands,"('unq_CSD-BOJBEI-03-a', 'unq_CSD-LULDOL-02-a', 'unq_CSD-UBUFOQ-01-a')","('C18H14N5O1', 'C12H9N2O1', 'C27H35B1N2O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
536,True,87.0,OFOFALOP,C27H33N13Pd1S1,optimized,"('unq_CSD-ZUTHAX-03-a', 'unq_CSD-KACMIL01-02-a', 'unq_CSD-WAHDAK-01-c')","('C13H18N5S1', 'C8H8N7', 'C6H7N1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
537,False,,,C71H76N5P3Pd1S2,clashing ligands,"('unq_CSD-BAWFOW-03-a', 'unq_CSD-JEPNIF-02-a', 'unq_CSD-XASVEW-01-b')","('C39H35N2P3', 'C26H35N2S1', 'C6H6N1S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
538,False,,,C43H62N2O3P2Pd1Si1,clashing ligands,"('unq_CSD-CERVUS-03-a', 'unq_CSD-MUGTUF-02-a', 'unq_CSD-CIVXIR-01-a')","('C11H14N1O3', 'C26H40P2', 'C6H8N1Si1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
539,False,,,C29H36Br1N6O2P1Pd1S1,clashing ligands,"('unq_CSD-QEBPUK-03-a', 'unq_CSD-SODZOC-02-a', 'unq_CSD-SOWQOK-01-a')","('C8H6Br1N3O1S1', 'C13H11N3O1', 'C8H19P1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
540,False,,,C40H53B1N12Pd1S1Si3,non-planar tridentate,"('unq_CSD-BAXNOH-03-a', 'unq_CSD-SOQQOF-02-a', 'unq_CSD-VAWLIO-01-b')","('C14H18B1N6Si1', 'C13H11N4S1', 'C13H24N2Si2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
541,True,88.0,ESUWEROT,C32H36N7O2P1Pd1S3,optimized,"('unq_CSD-KUBKEA-03-a', 'unq_CSD-RAZKAE-02-a', 'unq_CSD-LEZBID-01-d')","('C12H17N3O1P1', 'C10H11N2O1S2', 'C10H8N2S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
542,False,,,C24H23B1N10O2Pd1S2,non-planar tridentate,"('unq_CSD-PEHBEK-03-a', 'unq_CSD-BOBBOL-02-a', 'unq_CSD-LOLVAK-01-a')","('C6H7B1N9', 'C10H11S2', 'C8H5N1O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
543,False,,,C48H45N9O2Pd1S1,clashing ligands,"('unq_CSD-SAKLOG-03-a', 'unq_CSD-QOFBAP-02-a', 'unq_CSD-NONRUF-01-a')","('C19H14N5', 'C6H9N2O2', 'C23H22N2S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
544,False,,,C40H35N7O5Pd1S1,non-planar tridentate,"('unq_CSD-SIYTIE-03-a', 'unq_CSD-YUDWAV-02-a', 'unq_CSD-COCQOB-01-a')","('C26H22N4', 'C6H6N1O2', 'C8H7N2O3S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
